Genome ID,Genome Name,Other Names,NCBI Taxon ID,Taxon Lineage IDs,Taxon Lineage Names,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Segment,Subtype,H_type,N_type,H1 Clade Global,H1 Clade US,H5 Clade,pH1N1-like,Lineage,Clade,Subclade,Other Typing,Culture Collection,Type Strain,Reference,Genome Quality,Completion Date,Publication,Authors,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,Sequencing Center,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosome,Plasmids,Contigs,Size,GC Content,Contig L50,Contig N50,TRNA,RRNA,Mat Peptide,CDS,Coarse Consistency,Fine Consistency,CheckM Contamination,CheckM Completeness,Genome Quality Flags,Isolation Source,Isolation Comments,Collection Date,Collection Year,Season,Isolation Country,State/Province,County,City,Geographic Group,Geographic Location,Other Environmental,Host Name,Host Common Name,Host Sex,Host Age,Host Health,Host Group,Lab Host,Passage,Other Clinical,Additional Metadata,Comments,Date Inserted,Date Modified,texto_fuente_estricto,label_cervecero_estricto,label_final,label_justificacion
1580.569,Levilactobacillus brevis CIRM-BIA 2232,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,CIRM-BIA 2232,,,,,,,,,,,,,,,,,,,,Good,2022-09-13T00:00:00Z,,,PRJNA503586,SAMN10365327,GCA_025194285.1,,RITP00000000,,WGS,Illumina 2x125,162x,Velvet v. 1.2.10,,,76,2530181,45.776447,6.0,161483.0,65.0,1.0,,2612,99.5,99.0,,100.0,,grape must,,2016,2016.0,,France,,,,Europe,France,,,,,,,,,,,sample_type:cell culture,,2022-10-16T17:53:44.910Z,2022-10-16T17:53:44.910Z,grape must | ,False,False,
1580.57,Lactobacillus brevis strain 15f,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,15f,,,,,,,,,,,,,,,,,,,,Good,2015-02-13T00:00:00Z,25883284,,PRJNA269010,SAMN03247579,GCF_000875905.1,,JXCD00000000,Vavilov Institute of General Genetics,WGS,454,46.0x,GS De Novo Assembler v. 3.0,,14.0,99,2435429,45.95,15.0,59109.0,58.0,2.0,,2451,99.8,99.3,,100.0,,feces from a healthy adult female,isolated from the human feces of a healthy adult (female) from Central region of Russia in 2010,2010,2010.0,,Russia,,,,Europe,Russia: Tver,,"Human, Homo sapiens",Human,Female,,,Human,,,,sample_type:whole organism,"The objective is to obtain the complete genome sequence and annotation of strain Lactobacillus brevis 15f, isolated from the human feces of a healthy adult (female) from Central region of Russia in 2010. Strain synthesizes GABA and possesses antioxidant properties. The strain inhibits the propagation of pathogenic bacteria.",2016-01-17T15:43:39.800Z,2016-01-17T15:43:39.800Z,feces from a healthy adult female | ,False,False,
1580.570,Levilactobacillus brevis CIRM-BIA 2225,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,CIRM-BIA 2225,,,,,,,,,,,,,,,,,,,,Good,2022-09-13T00:00:00Z,,,PRJNA503586,SAMN10365326,GCA_025194305.1,,RITQ00000000,,WGS,Illumina 2x125,114x,Velvet v. 1.2.10,,,72,2370222,45.88085,7.0,101458.0,65.0,1.0,,2418,99.9,99.6,0.3,100.0,,starter bakery,,1978,1978.0,,France,,,,Europe,France,,,,,,,,,,,sample_type:cell culture,,2022-10-16T17:53:41.203Z,2022-10-16T17:53:41.203Z,starter bakery | ,False,False,
1580.571,Levilactobacillus brevis CIRM-BIA 875,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,CIRM-BIA 875,,,,,,,,,,,,,,,,,,,,Good,2022-09-13T00:00:00Z,,,PRJNA503586,SAMN10365323,GCA_025194325.1,,RITR00000000,,WGS,Illumina 2x125,216x,Velvet v. 1.2.10,,,210,2606482,45.388535,21.0,40279.0,67.0,1.0,,2795,99.9,99.2,,100.0,,cheese (Emmental type),,1964,1964.0,,France,,,,Europe,France,,,,,,,,,,,sample_type:cell culture,,2022-10-16T17:54:20.444Z,2022-10-16T17:54:20.444Z,cheese (emmental type) | ,False,False,
1580.572,Levilactobacillus brevis CIRM-BIA 519,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,CIRM-BIA 519,,,,,,,,,,,,,,,,,,,,Good,2022-09-13T00:00:00Z,,,PRJNA503586,SAMN10365322,GCA_025194365.1,,RITS00000000,,WGS,Illumina 2x125,115x,Velvet v. 1.2.10,,,7,2344212,46.086773,1.0,1895523.0,41.0,2.0,,2327,88.9,86.6,,83.3,,feces (human),,,,,,,,,,,,,,,,,,,,,sample_type:cell culture,,2022-10-16T17:53:43.232Z,2022-10-16T17:53:43.232Z,feces (human) | ,False,False,
1580.573,Levilactobacillus brevis CIRM-BIA 2231,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,CIRM-BIA 2231,,,,,,,,,,,,,,,,,,,,Good,2022-09-13T00:00:00Z,,,PRJNA503586,SAMN10365321,GCA_025194385.1,,RITT00000000,,WGS,Illumina 2x125,176x,Velvet v. 1.2.10,,,277,2735779,45.150394,18.0,45910.0,68.0,2.0,,3033,99.9,99.0,0.6,100.0,,artisanal sauerkraut,,1997,1997.0,,Poland,,,,Europe,Poland,,,,,,,,,,,sample_type:cell culture,,2022-10-16T17:54:23.949Z,2022-10-16T17:54:23.949Z,artisanal sauerkraut | ,False,False,
1580.574,Levilactobacillus brevis CIRM-BIA 2230,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,CIRM-BIA 2230,,,,,,,,,,,,,,,,,,,,Good,2022-09-13T00:00:00Z,,,PRJNA503586,SAMN10365320,GCA_025194405.1,,RITU00000000,,WGS,Illumina 2x125,98x,Velvet v. 1.2.10,,,332,2696677,45.21817,29.0,26109.0,69.0,2.0,,3004,99.8,97.8,3.1,100.0,,artisanal sauerkraut,,1997,1997.0,,Poland,,,,Europe,Poland,,,,,,,,,,,sample_type:cell culture,,2022-10-16T17:54:21.416Z,2022-10-16T17:54:21.416Z,artisanal sauerkraut | ,False,False,
1580.575,Levilactobacillus brevis CIRM-BIA 2227,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,CIRM-BIA 2227,,,,,,,,,,,,,,,,,,,,Good,2022-09-13T00:00:00Z,,,PRJNA503586,SAMN10365316,GCA_025194465.1,,RITV00000000,,WGS,Illumina 2x125,85x,Velvet v. 1.2.10,,,256,2536016,45.57337,34.0,22347.0,62.0,4.0,,2705,99.7,97.8,3.9,100.0,,fermented pickles,,1997,1997.0,,Poland,,,,Europe,Poland,,,,,,,,,,,sample_type:cell culture,,2022-10-16T18:00:13.677Z,2022-10-16T18:00:13.677Z,fermented pickles | ,False,False,
1580.576,Levilactobacillus brevis CIRM-BIA 907,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,CIRM-BIA 907,,,,,,,,,,,,,,,,,,,,Good,2022-09-13T00:00:00Z,,,PRJNA503586,SAMN10365315,GCA_025194485.1,,RITW00000000,,WGS,Illumina 2x125,224x,Velvet v. 1.2.10,,,176,2462235,45.65068,11.0,69482.0,63.0,1.0,,2582,99.8,99.5,,100.0,,pickle,,1997,1997.0,,Poland,,,,Europe,Poland,,,,,,,,,,,sample_type:cell culture,,2022-10-16T18:00:18.775Z,2022-10-16T18:00:18.775Z,pickle | ,False,False,
1580.577,Levilactobacillus brevis CIRM-BIA 895,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,CIRM-BIA 895,,,,,,,,,,,,,,,,,,,,Good,2022-09-13T00:00:00Z,,,PRJNA503586,SAMN10365313,GCA_025194505.1,,RITY00000000,,WGS,Illumina 2x125,196x,Velvet v. 1.2.10,,,121,2470075,45.792416,10.0,91788.0,65.0,1.0,,2601,99.9,99.6,,100.0,,fermented beets,,1981,1981.0,,Italy,,,,Europe,Italy,,,,,,,,,,,sample_type:cell culture,,2022-10-16T18:00:22.120Z,2022-10-16T18:00:22.120Z,fermented beets | ,False,False,
1580.578,Levilactobacillus brevis CIRM-BIA 899,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,CIRM-BIA 899,,,,,,,,,,,,,,,,,,,,Good,2022-09-13T00:00:00Z,,,PRJNA503586,SAMN10365314,GCA_025194515.1,,RITX00000000,,WGS,Illumina 2x125,186x,Velvet v. 1.2.10,,,135,2500357,45.666958,11.0,65023.0,65.0,2.0,,2617,99.9,99.5,,100.0,,brewery,,1993,1993.0,,France,,,,Europe,France,,,,,,,,,,,sample_type:cell culture,,2022-10-16T18:00:20.542Z,2022-10-16T18:00:20.542Z,brewery | ,True,True,positivo: cerveza/cerveceria
1580.579,Levilactobacillus brevis CIRM-BIA 2226,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,CIRM-BIA 2226,,,,,,,,,,,,,,,,,,,,Good,2022-09-13T00:00:00Z,,,PRJNA503586,SAMN10365312,GCA_025194545.1,,RITZ00000000,,WGS,Illumina 2x125,84x,Velvet v. 1.2.10,,,181,2524587,45.80234,21.0,38047.0,69.0,1.0,,2705,99.8,98.5,2.8,100.0,,starter bakery,,1988,1988.0,,Italy,,,,Europe,Italy,,,,,,,,,,,sample_type:cell culture,,2022-10-16T18:00:22.959Z,2022-10-16T18:00:22.959Z,starter bakery | ,False,False,
1580.58,Lactobacillus brevis strain 47f,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,47f,,,,,,,,,,,,,,,,,,,,Good,2015-05-20T00:00:00Z,,,PRJNA280953,SAMN03470252,GCF_001010995.1,,LBHR00000000,Vavilov Institute of General Genetics,WGS,454,23.0x,GS De Novo Assembler v. 3.0,,,138,2621559,45.47,13.0,62057.0,66.0,1.0,,2829,99.6,98.5,6.1,100.0,,Feces,isolated in 2010 from a fecal sample of a healthy woman inhabiting Central Russia,2010,2010.0,,Russia,,,,Europe,Russia:Tver,,"Human, Homo sapiens",Human,,,,Human,,,,sample_type:whole organism,Lactobacillus brevis strain 47f was originally isolated in 2010 from a fecal sample of a healthy woman inhabiting Central Russia. The strain has probiotic and antioxidant properties.,2016-01-17T16:03:12.202Z,2016-01-17T16:03:12.202Z,feces | ,False,False,
1580.588,Levilactobacillus brevis LZB2,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,LZB2,,,,,,,,,,,,,,,,,,,,Good,2022-11-26T00:00:00Z,,,PRJNA903286,SAMN31795041,GCA_026410225.1,,JAPMHY000000000,,,Illumina HiSeq,12.0x,SOAPdenovo v. 2.41,,,238,2529664,45.841568,13.0,57058.0,39.0,2.0,,2771,99.8,97.5,4.5,99.4,,Brewer's spent grain,,2019-08,2019.0,,China,,,,Asia,China: Guangzhou,,,,,,,,,,,"sample_type:cell culture;collected_by:Zhenqiang Wu, Jiarui Zeng",,2022-12-26T18:06:48.555Z,2022-12-26T18:06:48.555Z,brewer's spent grain | ,False,False,
1580.589,Levilactobacillus brevis F4101,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,F4101,,,,,,,,,,,,,,,,,,,,Good,2022-12-02T00:00:00Z,,,PRJNA899653,SAMN31665770,GCA_026622905.1,,JAPHQO000000000,,,Illumina HiSeq X Ten,12.0x,SOAPdenovo v. 2.04,,,135,2545772,45.653374,12.0,65131.0,76.0,4.0,,2652,99.6,98.6,0.3,100.0,,vegetable,,2021-09-01,2021.0,,China,,,,Asia,China: Yunnan,,,,,,,,,,,sample_type:cell culture,,2022-12-26T21:00:22.696Z,2022-12-26T21:00:22.696Z,vegetable | ,False,False,
1580.590,Levilactobacillus brevis SMB091,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,Complete,SMB091,,,,,,,,,,,,,,,,,,,,Good,2022-12-04T00:00:00Z,,,PRJNA902137,SAMN31747804,GCA_026626025.1,,"CP113117,CP113118,CP113126,CP113125,CP113124,CP113123,CP113122,CP113121,CP113120,CP113119",,,PacBio RSII; Illumina HiSeq,278.0x,HGAP v. v3.0,,9.0,10,2795880,45.42595,1.0,2404527.0,69.0,15.0,,2969,99.8,99.1,0.6,100.0,,fermented food,,2020-01,2020.0,,South Korea,,,,Asia,South Korea: Cheongju,,,,,,,,,,,sample_type:Single cell,,2022-12-26T21:04:08.351Z,2022-12-26T21:04:08.351Z,fermented food | ,False,False,
1580.591,Levilactobacillus brevis SC013,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,Complete,SC013,,,,,,,,,,,,,,,,,,,,Good,2022-12-05T00:00:00Z,,,PRJNA905217,SAMN31867771,GCA_026639055.1,,"CP113250,CP113251,CP113252,CP113253,CP113254,CP113255",,,Illumina NovaSeq PE150; Nanopore,790.0x,Unicycler v. v0.5.0,,5.0,6,2618605,45.559143,1.0,2422815.0,69.0,15.0,,2684,99.9,99.0,,100.0,,Chinese sauerkraut,,2019-11-01,2019.0,,China,,,,Asia,China:Zhejiang,,,,,,,,,,,sample_type:pure culture,,2022-12-26T21:06:31.573Z,2022-12-26T21:06:31.573Z,chinese sauerkraut | ,False,False,
1580.592,Levilactobacillus brevis MB20,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,MB20,,,,,,,,,,,,,,,,,,,,Good,1900-01-01T00:00:00Z,,,PRJNA769625,SAMN22155541,GCA_026930365.1,,JAJEUE000000000,,,Illumina,300x,SPAdes v. 3.14.1,,,69,2462783,45.92412,12.0,67352.0,51.0,2.0,,2522,99.8,99.4,,100.0,,breast milk,,2020-06-15,2020.0,,Croatia,,,,Europe,Croatia: Zagreb,,Homo sapiens,Human,,,,Human,,,,"sample_type:bacterial culture;biomaterial_provider:Laboratory for Antibiotic, Enzyme, Probiotic and Starter Cultures Technology, Faculty of Food Technology and Biotechnology, University of Zagreb",,2022-12-27T02:07:07.406Z,2022-12-27T02:07:07.406Z,breast milk | ,False,False,
1580.593,Levilactobacillus brevis MB2,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,MB2,,,,,,,,,,,,,,,,,,,,Good,1900-01-01T00:00:00Z,,,PRJNA769625,SAMN22155539,GCA_026930445.1,,JAJEUG000000000,,,Illumina,300x,SPAdes v. 3.14.1,,,68,2462442,45.930157,12.0,67352.0,62.0,2.0,,2516,99.8,99.4,,100.0,,breast milk,,2020-06-15,2020.0,,Croatia,,,,Europe,Croatia: Zagreb,,Homo sapiens,Human,,,,Human,,,,"sample_type:bacterial culture;biomaterial_provider:Laboratory for Antibiotic, Enzyme, Probiotic and Starter Cultures Technology, Faculty of Food Technology and Biotechnology, University of Zagreb",,2022-12-27T02:07:18.256Z,2022-12-27T02:07:18.256Z,breast milk | ,False,False,
1580.594,Levilactobacillus brevis MB1,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,MB1,,,,,,,,,,,,,,,,,,,,Good,1900-01-01T00:00:00Z,,,PRJNA769625,SAMN22155538,GCA_026930425.1,,JAJEUH000000000,,,Illumina,300x,SPAdes v. 3.14.1,,,67,2452512,45.944748,12.0,67352.0,45.0,2.0,,2504,99.8,99.4,,100.0,,breast milk,,2020-06-15,2020.0,,Croatia,,,,Europe,Croatia: Zagreb,,Homo sapiens,Human,,,,Human,,,,"sample_type:bacterial culture;biomaterial_provider:Laboratory for Antibiotic, Enzyme, Probiotic and Starter Cultures Technology, Faculty of Food Technology and Biotechnology, University of Zagreb",,2022-12-27T02:07:41.592Z,2022-12-27T02:07:41.592Z,breast milk | ,False,False,
1580.595,Levilactobacillus brevis MB13,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,MB13,,,,,,,,,,,,,,,,,,,,Good,2022-12-15T00:00:00Z,,,PRJNA769625,SAMN22155540,GCA_027108875.1,,JAJEUF000000000,,,Illumina,200x,SPAdes v. 3.14.1,,,66,2443961,45.9572,12.0,67352.0,45.0,2.0,,2490,99.8,99.4,,100.0,,breast milk,,2020-06-15,2020.0,,Croatia,,,,Europe,Croatia: Zagreb,,Homo sapiens,Human,,,,Human,,,,"sample_type:bacterial culture;biomaterial_provider:Laboratory for Antibiotic, Enzyme, Probiotic and Starter Cultures Technology, Faculty of Food Technology and Biotechnology, University of Zagreb",,2022-12-27T04:08:03.474Z,2022-12-27T04:08:03.474Z,breast milk | ,False,False,
1580.604,Levilactobacillus brevis LSF9-1,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,LSF9-1,,,,,,,,,,,,,,,,,,,,Good,1900-01-01T00:00:00Z,,,PRJNA916067,SAMN32411340,GCA_027591835.1,,JAQBSA000000000,,,Illumina MiSeq,257x,SPAdes v. 3.12,,,100,2514936,45.656868,8.0,117533.0,54.0,2.0,,2529,99.9,99.5,,100.0,,som fak,,2004-09-08,2004.0,,Thailand,,,,Asia,Thailand: Kalasin,,,,,,,,,,,sample_type:Bacteria,,2023-02-12T15:00:26.090Z,2023-02-12T15:00:26.090Z,som fak | ,False,False,
1580.605,Levilactobacillus brevis AF92-02GAA,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,AF92-02GAA,,,,,,,,,,,,,,,,,,,,Good,2023-01-11T00:00:00Z,,,PRJNA903559,SAMN31808414,GCA_027664805.1,,JAQDFE000000000,,,MGI,100x,SOAPdenovo v. v2.04,,,59,2654435,45.502018,5.0,171773.0,54.0,3.0,,2673,99.6,99.1,,100.0,,fecal material [ENVO:00002003],,2014-02-01,2014.0,,China,,,,Asia,China: Shenzhen,,Homo sapiens,Human,,,,Human,,,,,,2023-02-12T16:01:20.341Z,2023-02-12T16:01:20.341Z,fecal material [envo:00002003] | ,False,False,
1580.606,Levilactobacillus brevis AF10-19C,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,AF10-19C,,,,,,,,,,,,,,,,,,,,Good,2023-01-12T00:00:00Z,,,PRJNA903559,SAMN31807788,GCA_027686645.1,,JAQCSE000000000,,,MGI,100x,SOAPdenovo v. v2.04,,,53,2659498,45.48782,5.0,174061.0,59.0,3.0,,2673,99.6,99.1,,100.0,,fecal material [ENVO:00002003],,2014-02-01,2014.0,,China,,,,Asia,China: Shenzhen,,Homo sapiens,Human,,,,Human,,,,,,2023-02-12T16:14:00.179Z,2023-02-12T16:14:00.179Z,fecal material [envo:00002003] | ,False,False,
1580.607,Levilactobacillus brevis OF46-2pH5A,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,OF46-2pH5A,,,,,,,,,,,,,,,,,,,,Good,2023-01-12T00:00:00Z,,,PRJNA903559,SAMN31809741,GCA_027692245.1,,JAQEZF000000000,,,MGI,100x,SOAPdenovo v. v2.04,,,50,2657019,45.491123,5.0,188648.0,59.0,3.0,,2665,99.6,99.1,,100.0,,fecal material [ENVO:00002003],,2014-02-01,2014.0,,China,,,,Asia,China: Shenzhen,,Homo sapiens,Human,,,,Human,,,,,,2023-02-12T17:03:40.630Z,2023-02-12T17:03:40.630Z,fecal material [envo:00002003] | ,False,False,
1580.608,Levilactobacillus brevis AM93-03b2A,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,AM93-03b2A,,,,,,,,,,,,,,,,,,,,Good,2023-01-12T00:00:00Z,,,PRJNA903559,SAMN31809532,GCA_027698185.1,,JAQERE000000000,,,MGI,100x,SOAPdenovo v. v2.04,,,40,2638949,45.540012,4.0,216162.0,54.0,3.0,,2636,99.6,99.2,,100.0,,fecal material [ENVO:00002003],,2014-02-01,2014.0,,China,,,,Asia,China: Shenzhen,,Homo sapiens,Human,,,,Human,,,,,,2023-02-12T17:07:20.406Z,2023-02-12T17:07:20.406Z,fecal material [envo:00002003] | ,False,False,
1580.609,Levilactobacillus brevis AM92-01-1A,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,AM92-01-1A,,,,,,,,,,,,,,,,,,,,Good,2023-01-12T00:00:00Z,,,PRJNA903559,SAMN31809524,GCA_027698465.1,,JAQEQW000000000,,,MGI,100x,SOAPdenovo v. v2.04,,,57,2652390,45.49785,5.0,174037.0,53.0,3.0,,2667,99.6,99.1,,100.0,,fecal material [ENVO:00002003],,2014-02-01,2014.0,,China,,,,Asia,China: Shenzhen,,Homo sapiens,Human,,,,Human,,,,,,2023-02-12T17:07:23.689Z,2023-02-12T17:07:23.689Z,fecal material [envo:00002003] | ,False,False,
